,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
743,59,0,1,715.0,864,2,3,543,1,1032.0,3,539,69.0,2,4,132,4,423,13726.0,21829,3,1320,381,13,3,1,80,0,30,4,3,5,3,4,3
744,37,1,1,1141.0,864,11,2,414,1,1033.0,1,539,61.0,1,2,116,2,614,4777.0,14382,5,1320,939,15,3,1,80,0,15,2,1,1,0,0,0
747,38,0,1,1035.0,399,3,4,543,1,1036.0,2,781,42.0,3,2,287,4,423,6861.0,4981,8,1320,381,12,3,3,80,0,19,1,3,1,0,0,0
749,52,1,1,266.0,399,2,1,147,1,1038.0,1,539,57.0,1,5,90,4,614,18034.8125,25846,1,1320,939,15,3,4,80,1,33,3,3,32,14,6,9
750,44,0,1,1448.0,399,28,3,414,1,1039.0,4,539,53.0,4,4,287,4,614,13320.0,11737,3,1320,381,18,3,3,80,1,23,2,3,12,11,11,11
752,36,1,1,885.0,864,16,4,543,1,1042.0,3,539,43.0,4,1,231,1,423,2743.0,8269,1,1320,939,16,3,3,80,0,18,1,3,17,13,15,14
755,45,0,1,1234.0,399,11,2,543,1,1045.0,4,539,90.0,3,4,90,4,614,17650.0,5404,3,1320,939,13,3,2,80,1,26,4,4,9,3,1,1
757,34,0,1,216.0,399,1,4,147,1,1047.0,2,781,75.0,4,2,287,4,283,9725.0,12278,0,1320,939,11,3,4,80,1,16,2,2,15,1,0,9
758,59,0,1,1089.0,399,1,2,118,1,1048.0,2,781,66.0,3,3,90,4,614,11904.0,11038,3,1320,381,14,3,3,80,1,14,1,1,6,4,0,4
759,45,0,1,788.0,57,24,4,414,1,1049.0,2,781,36.0,3,1,48,2,423,2177.0,8318,1,1320,939,16,3,1,80,0,6,3,3,6,3,0,4
761,36,1,1,660.0,864,15,3,75,1,1052.0,1,781,81.0,3,2,231,3,283,4834.0,7858,7,1320,939,14,3,2,80,1,9,3,2,1,0,0,0
763,34,0,1,1333.0,399,10,4,543,1,1055.0,3,539,87.0,3,1,78,3,614,2220.0,18410,1,1320,381,19,3,4,80,1,1,2,3,1,1,0,0
764,28,0,1,1144.0,399,10,1,414,1,1056.0,4,781,74.0,3,1,78,2,614,1052.0,23384,1,1320,939,22,4,2,80,0,1,5,3,1,0,0,0
766,50,0,1,1464.0,864,2,4,414,1,1061.0,2,781,62.0,3,5,74,3,614,18034.8125,12853,2,1320,381,11,3,4,80,1,29,2,2,8,1,7,7
767,37,0,1,124.0,864,3,3,75,1,1062.0,4,539,35.0,3,2,116,2,423,4107.0,13848,3,1320,939,15,3,1,80,0,8,3,2,4,3,0,1
768,40,0,1,300.0,399,26,3,147,1,1066.0,3,781,74.0,3,2,287,1,614,8396.0,22217,1,1320,939,14,3,2,80,1,8,3,2,7,7,7,5
770,46,0,1,430.0,864,1,4,414,1,1069.0,4,781,40.0,3,5,74,4,283,18034.8125,21445,9,1320,939,17,3,4,80,2,23,0,3,2,2,2,2
771,54,0,1,1082.0,399,2,4,543,1,1070.0,3,539,41.0,2,3,287,3,614,10686.0,8392,6,1320,939,11,3,2,80,1,13,4,3,9,4,7,0
773,36,0,1,796.0,864,12,5,414,1,1073.0,4,539,51.0,2,3,132,4,423,8858.0,15669,0,1320,939,11,3,2,80,0,15,2,2,14,8,7,8
775,43,0,1,415.0,399,25,3,414,1,1076.0,3,781,79.0,2,3,287,4,283,10798.0,5268,5,1320,939,13,3,3,80,1,18,5,3,1,0,0,0
777,21,1,1,1334.0,864,10,3,543,1,1079.0,3,539,36.0,2,1,231,1,423,1416.0,17258,1,1320,939,13,3,1,80,0,1,6,2,1,0,1,0
778,46,0,1,1003.0,864,8,4,543,1,1080.0,4,539,74.0,2,2,264,1,283,4615.0,21029,8,1320,381,23,4,1,80,3,19,2,3,16,13,1,7
779,51,1,1,1323.0,864,4,4,543,1,1081.0,1,781,34.0,3,1,264,3,614,2461.0,10332,9,1320,381,12,3,3,80,3,18,2,4,10,0,2,7
781,26,0,1,192.0,864,1,2,414,1,1083.0,1,781,59.0,2,1,231,1,614,3955.0,11141,1,1320,939,16,3,1,80,2,6,2,3,5,3,1,3
782,30,0,1,1176.0,864,20,3,75,1,1084.0,3,781,85.0,3,2,132,1,614,9957.0,9096,0,1320,939,15,3,3,80,1,7,1,2,6,2,0,2
783,41,0,1,509.0,864,7,2,118,1,1085.0,2,539,43.0,4,1,264,3,614,3376.0,18863,1,1320,939,13,3,3,80,0,10,3,3,10,6,0,8
784,38,0,1,330.0,864,17,1,543,1,1088.0,3,539,65.0,2,3,116,3,614,8823.0,24608,0,1320,939,18,3,1,80,1,20,4,2,19,9,1,9
785,40,0,1,1492.0,864,20,4,118,1,1092.0,1,781,61.0,3,3,116,4,614,10322.0,26542,4,1320,939,20,4,4,80,1,14,6,3,11,10,11,1
788,28,0,1,857.0,864,10,3,75,1,1097.0,3,539,59.0,3,2,264,3,423,3660.0,7909,3,1320,939,13,3,4,80,0,10,4,4,8,7,1,7
789,44,1,1,1376.0,57,1,2,414,1,1098.0,2,781,91.0,2,3,48,1,614,10482.0,2326,9,1320,939,14,3,4,80,1,24,1,3,20,6,3,6
790,33,0,1,654.0,864,5,3,543,1,1099.0,4,781,34.0,2,3,116,4,283,7119.0,21214,4,1320,939,15,3,3,80,1,9,2,3,3,2,1,2
791,35,1,1,1204.0,399,4,3,118,1,1100.0,4,781,86.0,3,3,287,1,423,9582.0,10333,0,1320,381,22,4,1,80,0,9,2,3,8,7,4,7
793,28,0,1,895.0,864,15,2,543,1,1102.0,1,781,50.0,3,1,231,3,283,2207.0,22482,1,1320,939,16,3,4,80,1,4,5,2,4,2,2,2
795,37,0,1,309.0,399,10,4,543,1,1105.0,4,539,88.0,2,2,287,4,283,6694.0,24223,2,1320,381,14,3,3,80,3,8,5,3,1,0,0,0
796,25,1,1,1219.0,864,4,1,118,1,1106.0,4,781,32.0,3,1,231,4,614,3691.0,4605,1,1320,381,15,3,2,80,1,7,3,4,7,7,5,6
797,26,1,1,1330.0,864,21,3,414,1,1107.0,1,781,37.0,3,1,231,3,283,2377.0,19373,1,1320,939,20,4,3,80,1,1,0,2,1,1,0,0
798,33,1,1,1017.0,864,25,3,414,1,1108.0,1,781,55.0,2,1,264,2,423,2313.0,2993,4,1320,381,20,4,2,80,0,5,0,3,2,2,2,2
799,42,0,1,469.0,864,2,2,414,1,1109.0,4,781,35.0,3,4,90,1,614,17665.0,14399,0,1320,939,17,3,4,80,1,23,3,3,22,6,13,7
806,52,0,1,994.0,864,7,4,543,1,1118.0,2,781,87.0,3,3,116,2,423,10445.0,15322,7,1320,939,19,3,4,80,0,18,4,3,8,6,4,0
807,38,0,1,770.0,399,10,4,147,1,1119.0,3,781,73.0,2,3,287,3,283,8740.0,5569,0,1320,381,14,3,2,80,2,9,2,3,8,7,2,7
808,29,0,1,1107.0,864,28,4,543,1,1120.0,3,539,93.0,3,1,264,4,283,2514.0,26968,4,1320,939,22,4,1,80,1,11,1,3,7,5,1,7
809,28,0,1,950.0,864,3,3,414,1,1121.0,4,539,93.0,3,3,132,2,283,7655.0,8039,0,1320,939,17,3,2,80,3,10,3,2,9,7,1,7
810,46,0,1,406.0,399,3,1,147,1,1124.0,1,781,52.0,3,4,90,3,614,17465.0,15596,3,1320,939,12,3,4,80,1,23,3,3,12,9,4,9
811,38,0,1,130.0,399,2,2,147,1,1125.0,4,781,32.0,3,3,287,2,423,7351.0,20619,7,1320,939,16,3,3,80,0,10,2,3,1,0,0,0
814,40,0,1,1308.0,864,14,3,414,1,1128.0,3,781,44.0,2,5,74,3,423,18034.8125,17544,1,1320,939,14,3,1,80,0,21,2,4,20,7,4,9
815,21,0,1,984.0,864,1,1,118,1,1131.0,4,539,70.0,2,1,264,2,423,2070.0,25326,1,1320,381,11,3,3,80,0,2,6,4,2,2,2,2
819,28,0,1,1451.0,864,2,1,543,1,1136.0,1,781,67.0,2,1,264,2,614,3201.0,19911,0,1320,939,17,3,1,80,0,6,2,1,5,3,0,4
821,49,0,1,174.0,399,8,4,118,1,1138.0,4,781,56.0,2,4,287,2,614,13120.0,11879,6,1320,939,17,3,2,80,1,22,3,3,9,8,2,3
824,42,0,1,188.0,864,29,3,414,1,1148.0,2,781,56.0,1,2,231,4,423,4272.0,9558,4,1320,939,19,3,1,80,0,16,3,3,1,0,0,0
825,29,0,1,718.0,864,8,1,414,1,1150.0,2,781,79.0,2,2,132,4,614,5056.0,17689,1,1320,381,15,3,3,80,1,10,2,2,10,7,1,2
826,38,0,1,433.0,57,1,3,23,1,1152.0,3,781,37.0,4,1,48,3,614,2844.0,6004,1,1320,939,13,3,4,80,1,7,2,4,7,6,5,0
829,33,1,1,603.0,399,9,4,147,1,1157.0,1,539,77.0,3,2,287,1,423,8224.0,18385,0,1320,381,17,3,1,80,0,6,3,3,5,2,0,3
830,41,0,1,167.0,864,12,4,543,1,1158.0,2,781,46.0,3,1,231,4,614,4766.0,9051,3,1320,381,11,3,1,80,1,6,4,3,1,0,0,0
832,37,0,1,367.0,864,25,2,414,1,1161.0,3,539,52.0,2,2,116,4,283,5731.0,17171,7,1320,939,13,3,3,80,2,9,2,3,6,2,1,3
833,27,0,1,199.0,864,6,3,543,1,1162.0,4,781,55.0,2,1,264,3,614,2539.0,7950,1,1320,939,13,3,3,80,1,4,0,3,4,2,2,2
834,34,0,1,1400.0,399,9,1,543,1,1163.0,2,539,70.0,3,2,287,3,614,5714.0,5829,1,1320,939,20,4,1,80,0,6,3,2,6,5,1,3
835,35,0,1,528.0,57,8,4,118,1,1164.0,3,781,100.0,3,1,48,3,423,4323.0,7108,1,1320,939,17,3,2,80,0,6,2,1,5,4,1,4
836,29,1,1,408.0,399,23,1,543,1,1165.0,4,539,45.0,2,3,287,1,614,7336.0,11162,1,1320,939,13,3,1,80,1,11,3,1,11,8,3,10
839,42,0,1,647.0,399,4,4,147,1,1171.0,2,781,45.0,3,2,287,1,423,5155.0,2253,7,1320,939,13,3,4,80,0,9,3,4,6,4,1,5
840,35,0,1,982.0,864,1,4,414,1,1172.0,4,781,58.0,2,1,231,3,614,2258.0,16340,6,1320,939,12,3,2,80,1,10,2,3,8,0,1,7
841,24,0,1,477.0,864,24,3,414,1,1173.0,4,781,49.0,3,1,231,2,423,3597.0,6409,8,1320,939,22,4,4,80,0,6,2,3,4,3,1,2
842,28,1,1,1485.0,864,12,1,543,1,1175.0,3,539,79.0,3,1,231,4,614,2515.0,22955,1,1320,381,11,3,4,80,0,1,4,2,1,1,0,0
843,26,0,1,1384.0,864,3,4,414,1,1177.0,1,781,82.0,4,1,231,4,614,4420.0,13421,1,1320,939,22,4,2,80,1,8,2,3,8,7,0,7
844,30,0,1,852.0,399,10,3,147,1,1179.0,3,781,72.0,2,2,287,3,614,6578.0,2706,1,1320,939,18,3,1,80,1,10,3,3,10,3,1,4
846,35,0,1,819.0,864,2,3,543,1,1182.0,3,781,44.0,2,3,132,2,283,10274.0,19588,2,1320,939,18,3,2,80,1,15,2,4,7,7,6,4
849,43,1,1,1372.0,399,9,3,147,1,1188.0,1,539,85.0,1,2,287,3,423,5346.0,9489,8,1320,939,13,3,2,80,0,7,2,2,4,3,1,3
851,56,0,1,718.0,864,4,4,118,1,1191.0,4,539,92.0,3,5,90,1,283,18034.8125,18575,4,1320,939,13,3,4,80,1,28,2,3,5,2,4,2
852,29,0,1,1401.0,864,6,1,414,1,1192.0,2,539,54.0,3,1,231,4,614,3131.0,26342,1,1320,939,13,3,1,80,1,10,5,3,10,8,0,8
853,19,0,1,645.0,864,9,2,543,1,1193.0,3,781,54.0,3,1,264,1,423,2552.0,7172,1,1320,939,25,4,3,80,0,1,4,3,1,1,0,0
854,45,0,1,1457.0,864,7,3,414,1,1195.0,1,539,83.0,3,1,264,3,614,4477.0,20100,4,1320,381,19,3,3,80,1,7,2,2,3,2,0,2
855,37,0,1,977.0,864,1,3,543,1,1196.0,4,539,56.0,2,2,132,4,614,6474.0,9961,1,1320,939,13,3,2,80,1,14,2,2,14,8,3,11
856,20,0,1,805.0,864,3,3,543,1,1198.0,1,781,87.0,2,1,231,3,423,3033.0,12828,1,1320,939,12,3,1,80,0,2,2,2,2,2,1,2
857,44,1,1,1097.0,864,10,4,543,1,1200.0,3,781,96.0,3,1,264,3,423,2936.0,10826,1,1320,381,11,3,3,80,0,6,4,3,6,4,0,2
858,53,0,1,1223.0,864,7,2,414,1,1201.0,4,539,50.0,3,5,90,3,283,18034.8125,18640,3,1320,939,18,3,2,80,1,26,6,3,7,7,4,7
859,29,0,1,942.0,864,15,1,543,1,1202.0,2,539,69.0,1,1,264,4,614,2168.0,26933,0,1320,381,18,3,1,80,1,6,2,2,5,4,1,3
861,46,0,1,1402.0,399,2,3,147,1,1204.0,3,539,69.0,3,4,90,1,614,17048.0,24097,8,1320,939,23,4,1,80,0,28,2,3,26,15,15,9
863,33,0,1,147.0,57,2,3,23,1,1207.0,2,781,99.0,3,1,48,3,614,3600.0,8429,1,1320,939,13,3,4,80,1,5,2,3,5,4,1,4
865,30,0,1,1329.0,399,29,4,543,1,1211.0,3,781,61.0,3,2,287,1,283,4115.0,13192,8,1320,939,19,3,3,80,3,8,3,3,4,3,0,3
868,28,0,1,1179.0,864,19,4,414,1,1216.0,4,781,78.0,2,1,231,1,614,3196.0,12449,1,1320,939,12,3,3,80,3,6,2,3,6,5,3,3
869,46,0,1,1450.0,864,15,2,543,1,1217.0,4,781,52.0,3,5,74,2,614,18034.8125,10849,5,1320,939,11,3,1,80,1,25,2,3,4,2,0,3
870,35,0,1,1361.0,399,17,4,543,1,1218.0,3,781,94.0,3,2,287,1,614,8966.0,21026,3,1320,381,15,3,4,80,3,15,2,3,7,7,1,7
871,24,1,1,984.0,864,17,2,543,1,1219.0,4,539,97.0,3,1,231,2,614,2210.0,3372,1,1320,939,13,3,1,80,1,1,3,1,1,0,0,0
873,36,0,1,917.0,864,6,4,543,1,1221.0,3,781,60.0,1,1,231,3,283,2741.0,6865,1,1320,939,14,3,3,80,1,7,4,3,7,7,1,7
874,30,0,1,853.0,864,7,4,543,1,1224.0,3,781,49.0,3,2,231,3,283,3491.0,11309,1,1320,939,13,3,1,80,3,10,4,2,10,7,8,9
875,44,0,1,200.0,864,29,4,75,1,1225.0,4,781,32.0,3,2,264,4,423,4541.0,7744,1,1320,939,25,4,2,80,0,20,3,3,20,11,13,17
876,20,0,1,654.0,399,21,3,147,1,1226.0,3,781,43.0,4,1,78,4,423,2678.0,5050,1,1320,939,17,3,4,80,0,2,2,3,2,1,2,2
877,46,0,1,150.0,864,2,4,118,1,1228.0,4,781,60.0,3,2,132,4,283,7379.0,17433,2,1320,939,11,3,3,80,1,12,3,2,6,3,1,4
879,60,0,1,696.0,399,7,4,147,1,1233.0,2,781,52.0,4,2,287,4,283,5220.0,10893,0,1320,381,18,3,2,80,1,12,3,3,11,7,1,9
882,36,0,1,363.0,864,1,3,118,1,1237.0,3,539,77.0,1,3,132,1,283,10252.0,4235,2,1320,381,21,4,3,80,1,17,2,3,7,7,7,7
883,33,0,1,117.0,864,9,3,414,1,1238.0,1,781,60.0,3,1,264,4,614,2781.0,6311,0,1320,939,13,3,2,80,1,15,5,3,14,10,4,10
884,40,0,1,107.0,399,10,3,118,1,1239.0,2,539,84.0,2,2,287,2,283,6852.0,11591,7,1320,939,12,3,2,80,1,7,2,4,5,1,1,3
885,25,0,1,1356.0,399,10,4,543,1,1240.0,3,781,57.0,3,2,287,4,423,4950.0,20623,0,1320,939,14,3,2,80,0,5,4,3,4,3,1,1
886,30,0,1,1465.0,864,1,3,414,1,1241.0,4,781,63.0,3,1,264,2,614,3579.0,9369,0,1320,381,21,4,1,80,1,12,2,3,11,9,5,7
889,27,0,1,1103.0,864,14,3,543,1,1244.0,1,781,42.0,3,1,264,1,614,2235.0,14377,1,1320,381,14,3,4,80,2,9,3,2,9,7,6,8
891,44,0,1,1117.0,864,2,1,543,1,1246.0,1,539,72.0,4,1,264,4,614,2011.0,19982,1,1320,939,13,3,4,80,1,10,5,3,10,5,7,7
893,29,0,1,1010.0,864,1,3,543,1,1249.0,1,539,97.0,3,1,264,4,283,3760.0,5598,1,1320,939,15,3,1,80,3,3,5,3,3,2,1,2
894,54,0,1,685.0,864,3,3,543,1,1250.0,4,781,85.0,3,4,74,4,614,17779.0,23474,3,1320,939,14,3,1,80,0,36,2,3,10,9,0,9
895,31,0,1,1332.0,864,11,2,414,1,1251.0,3,781,80.0,3,2,116,1,614,6833.0,17089,1,1320,381,12,3,4,80,0,6,2,2,6,5,0,1
896,31,0,1,1062.0,864,24,3,414,1,1252.0,3,539,96.0,2,2,116,1,423,6812.0,17198,1,1320,939,19,3,2,80,0,10,2,3,10,9,1,8
897,59,0,1,326.0,399,3,3,543,1,1254.0,3,539,48.0,2,2,287,4,423,5171.0,16490,5,1320,939,17,3,4,80,0,13,2,3,6,1,0,5
898,43,0,1,920.0,864,3,3,543,1,1255.0,3,781,96.0,1,5,74,4,614,18034.8125,18625,3,1320,939,14,3,2,80,1,25,2,3,8,7,0,7
899,49,0,1,1098.0,864,4,2,414,1,1256.0,1,781,85.0,2,5,90,3,614,18034.8125,12124,2,1320,939,13,3,3,80,1,23,2,4,1,0,0,0
901,48,0,1,969.0,864,2,2,118,1,1258.0,4,781,76.0,4,1,231,2,423,2559.0,16620,5,1320,939,11,3,3,80,0,7,4,2,1,0,0,0
902,27,0,1,1167.0,864,4,2,543,1,1259.0,1,781,76.0,3,1,264,3,283,2517.0,3208,1,1320,939,11,3,2,80,3,5,2,3,5,3,0,3
903,29,0,1,1329.0,864,7,3,543,1,1260.0,3,781,82.0,3,2,116,4,283,6623.0,4204,1,1320,381,11,3,2,80,2,6,2,3,6,0,1,0
904,48,0,1,715.0,864,1,3,543,1,1263.0,4,781,76.0,2,5,74,4,423,18034.8125,8733,6,1320,939,12,3,3,80,0,25,3,4,1,0,0,0
905,29,0,1,694.0,864,1,3,543,1,1264.0,4,539,87.0,2,4,74,4,283,16124.0,3423,3,1320,939,14,3,2,80,2,9,2,2,7,7,1,7
906,34,0,1,1320.0,864,20,3,118,1,1265.0,3,539,89.0,4,1,264,3,614,2585.0,21643,0,1320,939,17,3,4,80,0,2,5,2,1,0,0,0
907,44,0,1,1099.0,399,5,3,147,1,1267.0,2,781,88.0,3,5,90,2,614,18034.8125,8751,7,1320,939,11,3,3,80,1,26,5,3,22,9,3,10
908,33,0,1,536.0,399,10,5,147,1,1268.0,4,781,82.0,4,3,287,3,283,8380.0,21708,0,1320,381,14,3,4,80,2,10,3,3,9,8,0,8
909,19,0,1,265.0,864,25,3,543,1,1269.0,2,539,57.0,4,1,264,4,423,2994.0,21221,1,1320,381,12,3,4,80,0,1,2,3,1,0,0,1
910,23,0,1,373.0,864,1,2,543,1,1270.0,4,781,47.0,3,1,264,3,614,1223.0,16901,1,1320,939,22,4,4,80,1,1,2,3,1,0,0,1
912,26,0,1,583.0,864,4,2,543,1,1275.0,3,781,53.0,3,1,264,4,423,2875.0,9973,1,1320,381,20,4,2,80,0,8,2,2,8,5,2,2
913,45,1,1,1449.0,399,2,3,147,1,1277.0,1,539,94.0,1,5,90,2,423,18034.8125,2493,2,1320,381,16,3,1,80,0,26,2,3,24,10,1,11
916,46,0,1,168.0,399,4,2,147,1,1280.0,4,539,33.0,2,5,90,2,614,18034.8125,9946,2,1320,939,14,3,3,80,1,26,2,3,11,4,0,8
917,34,0,1,131.0,399,2,3,147,1,1281.0,3,539,86.0,3,2,287,1,423,4538.0,6039,0,1320,381,12,3,4,80,0,4,3,3,3,2,0,2
919,59,0,1,1429.0,864,18,4,414,1,1283.0,4,781,67.0,3,3,132,4,423,10512.0,20002,6,1320,939,12,3,4,80,0,25,6,2,9,7,5,4
922,44,0,1,1199.0,864,4,2,543,1,1288.0,3,781,92.0,4,5,90,1,283,18034.8125,17477,1,1320,939,14,3,4,80,2,26,4,2,25,9,14,13
924,35,0,1,735.0,864,6,1,543,1,1291.0,3,781,66.0,3,1,264,3,614,3506.0,6020,0,1320,381,14,3,4,80,0,4,3,3,3,2,2,2
925,42,0,1,603.0,864,7,4,414,1,1292.0,2,539,78.0,4,2,264,2,614,2372.0,5628,6,1320,381,16,3,4,80,0,18,2,3,1,0,0,0
926,43,0,1,531.0,399,4,4,147,1,1293.0,4,539,56.0,2,3,287,4,423,10231.0,20364,3,1320,939,14,3,4,80,0,23,3,4,21,7,15,17
927,36,0,1,429.0,864,2,4,543,1,1294.0,3,539,53.0,3,2,132,2,423,5410.0,2323,9,1320,381,11,3,4,80,0,18,2,3,16,14,5,12
928,44,1,1,621.0,864,15,3,414,1,1295.0,1,539,73.0,3,3,116,4,614,7978.0,14075,1,1320,939,11,3,4,80,1,10,2,3,10,7,0,5
932,29,1,1,806.0,864,7,3,118,1,1299.0,2,539,39.0,3,1,231,3,283,3339.0,17285,3,1320,381,13,3,1,80,2,10,2,3,7,7,7,7
933,28,0,1,640.0,864,1,3,118,1,1301.0,4,781,84.0,3,1,264,1,423,2080.0,4732,2,1320,939,11,3,2,80,0,5,2,2,3,2,1,2
934,25,0,1,266.0,864,1,3,414,1,1303.0,4,539,40.0,3,1,264,2,423,2096.0,18830,1,1320,939,18,3,4,80,0,2,3,2,2,2,2,1
935,32,0,1,604.0,399,8,3,414,1,1304.0,3,781,56.0,4,2,287,4,614,6209.0,11693,1,1320,939,15,3,3,80,2,10,4,4,10,7,0,8
937,39,0,1,412.0,864,13,4,414,1,1307.0,3,539,94.0,2,4,90,2,283,17123.0,17334,6,1320,381,13,3,4,80,2,21,4,3,19,9,15,2
938,58,0,1,848.0,864,23,4,543,1,1308.0,1,781,88.0,3,1,264,3,283,2372.0,26076,1,1320,939,12,3,4,80,2,2,3,3,2,2,2,2
939,32,1,1,1089.0,864,7,2,543,1,1309.0,4,781,79.0,3,2,231,3,614,4883.0,22845,1,1320,939,18,3,1,80,1,10,3,3,10,4,1,1
940,39,1,1,360.0,864,23,3,414,1,1310.0,3,781,93.0,3,1,264,1,423,3904.0,22154,0,1320,939,13,3,1,80,0,6,2,3,5,2,0,3
941,30,0,1,1138.0,864,6,3,118,1,1311.0,1,539,48.0,2,2,231,4,614,4627.0,23631,0,1320,939,12,3,1,80,1,10,6,3,9,2,6,7
942,36,0,1,325.0,864,10,4,118,1,1312.0,4,539,63.0,3,3,116,3,614,7094.0,5747,3,1320,939,12,3,1,80,0,10,0,3,7,7,1,7
943,46,0,1,991.0,57,1,2,543,1,1314.0,4,539,44.0,3,1,48,1,423,3423.0,22957,6,1320,939,12,3,3,80,0,10,3,4,7,6,5,7
945,50,0,1,1322.0,864,28,3,543,1,1317.0,4,539,43.0,3,4,74,1,614,16880.0,22422,4,1320,381,11,3,2,80,0,25,2,3,3,2,1,2
946,40,1,1,299.0,399,25,4,147,1,1318.0,4,781,57.0,2,3,287,2,423,9094.0,17235,2,1320,381,12,3,3,80,0,9,2,3,5,4,1,0
947,52,1,1,1030.0,399,5,3,543,1,1319.0,2,781,64.0,3,3,287,2,423,8446.0,21534,9,1320,381,19,3,3,80,0,10,2,2,8,7,7,7
948,30,0,1,634.0,864,17,4,414,1,1321.0,2,539,95.0,3,3,90,1,614,11916.0,25927,1,1320,381,23,4,4,80,2,9,2,3,9,1,0,8
949,39,0,1,524.0,864,18,2,543,1,1322.0,1,781,32.0,3,2,132,3,423,4534.0,13352,0,1320,939,11,3,1,80,0,9,6,3,8,7,1,7
953,44,1,1,935.0,864,3,3,543,1,1333.0,1,781,89.0,3,1,231,1,614,2362.0,14669,4,1320,939,12,3,3,80,0,10,4,4,3,2,1,2
955,55,0,1,282.0,864,2,2,414,1,1336.0,4,539,58.0,1,5,90,3,614,18034.8125,6992,4,1320,939,14,3,4,80,1,23,5,3,19,9,9,11
956,56,0,1,206.0,57,8,4,543,1,1338.0,4,781,99.0,3,5,90,2,423,18034.8125,4022,6,1320,939,14,3,1,80,0,36,4,3,7,3,7,7
958,34,0,1,943.0,864,9,3,543,1,1344.0,4,781,86.0,3,3,116,4,283,8500.0,5494,0,1320,939,11,3,4,80,1,10,0,2,9,7,1,6
959,40,0,1,523.0,864,2,3,543,1,1346.0,3,781,98.0,3,2,264,4,423,4661.0,22455,1,1320,939,13,3,3,80,0,9,4,3,9,8,8,8
962,51,0,1,770.0,57,5,3,543,1,1352.0,3,781,84.0,3,4,90,2,283,14026.0,17588,1,1320,381,11,3,2,80,1,33,2,3,33,9,0,10
963,38,0,1,1009.0,399,2,2,543,1,1355.0,2,539,31.0,3,2,287,1,283,6893.0,19461,3,1320,939,15,3,4,80,1,11,3,3,7,7,1,7
964,34,0,1,507.0,399,15,2,414,1,1356.0,3,539,66.0,3,2,287,1,423,6125.0,23553,1,1320,939,12,3,4,80,0,10,6,4,10,8,9,6
965,25,0,1,882.0,864,19,1,414,1,1358.0,4,781,67.0,3,1,231,4,614,3669.0,9075,3,1320,939,11,3,3,80,3,7,6,2,3,2,1,2
966,58,1,1,601.0,864,7,4,414,1,1360.0,3,539,53.0,2,3,132,1,614,10008.0,12023,7,1320,381,14,3,4,80,0,31,0,2,10,9,5,9
967,40,0,1,329.0,864,1,4,543,1,1361.0,2,781,88.0,3,1,231,2,614,2387.0,6762,3,1320,939,22,4,3,80,1,7,3,3,4,2,0,3
969,48,0,1,855.0,864,4,3,543,1,1363.0,4,781,54.0,3,3,132,4,423,7898.0,18706,1,1320,939,11,3,3,80,0,11,2,3,10,9,0,8
970,27,0,1,1291.0,399,11,3,414,1,1364.0,3,539,98.0,4,1,78,4,614,2534.0,6527,8,1320,939,14,3,2,80,1,5,4,3,1,0,0,0
971,51,0,1,1405.0,864,11,2,118,1,1367.0,4,539,82.0,2,4,132,2,423,13142.0,24439,3,1320,939,16,3,2,80,0,29,1,2,5,2,0,3
973,35,0,1,817.0,864,1,3,414,1,1369.0,4,539,60.0,2,2,231,4,614,5363.0,10846,0,1320,939,12,3,2,80,1,10,0,3,9,7,0,0
975,55,1,1,267.0,399,13,4,147,1,1372.0,1,781,85.0,4,4,287,3,423,13695.0,9277,6,1320,381,17,3,3,80,0,24,2,2,19,7,3,8
976,56,0,1,1369.0,864,23,3,543,1,1373.0,4,781,68.0,3,4,132,2,614,13402.0,18235,4,1320,381,12,3,1,80,1,33,0,3,19,16,15,9
978,40,0,1,1202.0,864,2,1,414,1,1375.0,2,539,89.0,4,2,116,3,283,6377.0,13888,5,1320,939,20,4,2,80,3,15,0,3,12,11,11,8
979,34,0,1,285.0,864,29,3,414,1,1377.0,2,781,86.0,3,2,231,3,614,5429.0,17491,4,1320,939,13,3,1,80,2,10,1,3,8,7,7,7
983,34,0,1,404.0,864,2,4,118,1,1383.0,3,539,98.0,3,2,116,4,423,6687.0,6163,1,1320,939,11,3,4,80,0,14,2,4,14,11,4,11
984,28,0,1,736.0,399,26,3,543,1,1387.0,3,781,48.0,2,2,287,1,614,4724.0,24232,1,1320,939,11,3,3,80,1,5,0,3,5,3,0,4
985,31,1,1,330.0,864,22,4,414,1,1389.0,4,781,98.0,3,2,132,3,614,6179.0,21057,1,1320,381,15,3,4,80,2,10,3,2,10,2,6,7
986,39,0,1,1498.0,399,21,4,543,1,1390.0,1,781,44.0,2,2,287,4,614,6120.0,3567,3,1320,381,12,3,4,80,2,8,2,4,5,4,1,4
